...1,doc_id,adj_token_id,noun_token_id,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,time,subject,session,person
1,10220100345,2,3,red,car,car,NA,TRUE,red,ldp_parent_utts_udpipe,red,car,NA,22,1,parent
2,10220100998,6,7,dolphin,show,show,NA,TRUE,dolphin,ldp_parent_utts_udpipe,dolphin,show,NA,22,1,parent
3,10220200089,5,6,back,back,back,NA,TRUE,back,ldp_parent_utts_udpipe,back,back,NA,22,2,parent
4,10220200214,4,5,puppy,dogs,dog,NA,TRUE,puppy,ldp_parent_utts_udpipe,puppi,dog,00:08:06,22,2,parent
5,10220201862,5,6,intercom,beep,beep,NA,TRUE,intercom,ldp_parent_utts_udpipe,intercom,beep,NA,22,2,parent
6,10220301004,3,4,woof,woof,woof,NA,TRUE,woof,ldp_parent_utts_udpipe,woof,woof,NA,22,3,parent
7,10220301248,6,7,jungle,gym,gym,NA,TRUE,jungle,ldp_parent_utts_udpipe,jungl,gym,NA,22,3,parent
8,10220301249,4,5,jungle,gym,gym,NA,TRUE,jungle,ldp_parent_utts_udpipe,jungl,gym,NA,22,3,parent
9,10220301354,7,8,baby,girl,girl,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,girl,NA,22,3,parent
10,10220400013,7,8,orange,color,color,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,color,NA,22,4,parent
11,10220400458,6,7,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,NA,22,4,parent
12,10220400521,7,8,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,00:15:22,22,4,parent
13,10220400545,7,8,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,NA,22,4,parent
14,10220400574,7,8,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,00:16:24,22,4,parent
15,10220400583,2,4,thick,mud,mud,NA,FALSE,thick,ldp_parent_utts_udpipe,thick,mud,NA,22,4,parent
16,10220400611,4,5,dark,forest,forest,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,forest,NA,22,4,parent
17,10220400651,7,8,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,NA,22,4,parent
18,10220400684,5,11,mud,squirt,squirt,NA,FALSE,mud,ldp_parent_utts_udpipe,mud,squirt,NA,22,4,parent
19,10220400694,8,9,bear,hunt,hunt,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,hunt,NA,22,4,parent
20,10220400858,5,11,mud,squirt,squirt,NA,FALSE,mud,ldp_parent_utts_udpipe,mud,squirt,NA,22,4,parent
21,10220400937,5,6,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
22,10220400939,7,8,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
23,10220400948,6,7,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
24,10220401001,6,7,wooden,ones,one,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,on,NA,22,4,parent
25,10220401311,2,3,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
26,10220401322,8,9,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
27,10220401496,2,3,frog,book,book,NA,TRUE,frog,ldp_parent_utts_udpipe,frog,book,00:46:00,22,4,parent
28,10220402134,4,5,baby,girl,girl,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,girl,NA,22,4,parent
29,10220402390,5,6,green,box,box,NA,TRUE,green,ldp_parent_utts_udpipe,green,box,NA,22,4,parent
30,10220500094,7,8,dark,eyes,eye,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,ey,NA,22,5,parent
31,10220500406,4,6,hot,balloons,balloon,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,balloon,NA,22,5,parent
32,10220500430,5,7,red,air,air,NA,FALSE,red,ldp_parent_utts_udpipe,red,air,NA,22,5,parent
33,10220500430,6,7,hot,air,air,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,air,NA,22,5,parent
34,10220500468,2,3,hot,air,air,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,air,NA,22,5,parent
35,10220500572,5,6,curly,tails,tail,NA,TRUE,curly,ldp_parent_utts_udpipe,curli,tail,00:16:39,22,5,parent
36,10220500574,1,2,curly,tails,tails,NA,TRUE,curly,ldp_parent_utts_udpipe,curli,tail,NA,22,5,parent
37,10220500636,1,2,pink,phone,phone,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,phone,NA,22,5,parent
38,10220501420,6,10,pink,stairs,stair,NA,FALSE,pink,ldp_parent_utts_udpipe,pink,stair,NA,22,5,parent
39,10220502201,1,6,oval,ball,ball,NA,FALSE,oval,ldp_parent_utts_udpipe,oval,ball,00:18:36,22,5,parent
40,10220502467,11,13,ear,rings,ring,NA,FALSE,ear,ldp_parent_utts_udpipe,ear,ring,NA,22,5,parent
41,10220600011,4,5,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,00:00:29,22,6,parent
42,10220600019,8,5,oatmeal,bite,bite,NA,FALSE,oatmeal,ldp_parent_utts_udpipe,oatmeal,bite,NA,22,6,parent
43,10220600090,2,3,wet,foot,foot,NA,TRUE,wet,ldp_parent_utts_udpipe,wet,foot,00:03:05,22,6,parent
44,10220600932,6,7,orange,piece,piece,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,piec,NA,22,6,parent
45,10220601098,6,7,purple,ark,ark,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,ark,NA,22,6,parent
46,10220601192,6,7,green,color,color,NA,TRUE,green,ldp_parent_utts_udpipe,green,color,00:39:05,22,6,parent
47,10220601324,3,4,upstairs,toys,toy,NA,TRUE,upstairs,ldp_parent_utts_udpipe,upstair,toi,NA,22,6,parent
48,10220601342,6,7,stairs,toys,toy,NA,TRUE,stairs,ldp_parent_utts_udpipe,stair,toi,NA,22,6,parent
49,10220601402,4,5,elephant,book,book,NA,TRUE,elephant,ldp_parent_utts_udpipe,eleph,book,NA,22,6,parent
50,10220601510,6,7,baby,elephant,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,NA,22,6,parent
51,10220601541,7,10,red,hairs,hair,NA,FALSE,red,ldp_parent_utts_udpipe,red,hair,NA,22,6,parent
52,10220601579,3,4,dirty,water,water,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,water,NA,22,6,parent
53,10220700733,8,9,library,books,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,NA,22,7,parent
54,10220701078,7,8,library,books,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,NA,22,7,parent
55,10220701518,4,5,red,marker,marker,NA,TRUE,red,ldp_parent_utts_udpipe,red,marker,NA,22,7,parent
56,10220800205,3,4,fat,white,white,NA,TRUE,fat,ldp_parent_utts_udpipe,fat,white,NA,22,8,parent
57,10220800209,3,4,fat,white,white,NA,TRUE,fat,ldp_parent_utts_udpipe,fat,white,NA,22,8,parent
58,10220800246,3,5,fuzzy,poodles,poodle,NA,FALSE,fuzzy,ldp_parent_utts_udpipe,fuzzi,poodl,NA,22,8,parent
59,10220800270,8,9,honey,pots,pots,NA,TRUE,honey,ldp_parent_utts_udpipe,honei,pot,00:09:54,22,8,parent
60,10220801099,3,4,bug,bug,bug,NA,TRUE,bug,ldp_parent_utts_udpipe,bug,bug,NA,22,8,parent
61,10220801550,3,1,top,crocodile,crocodile,NA,FALSE,top,ldp_parent_utts_udpipe,top,crocodil,NA,22,8,parent
62,10220900166,10,11,bottom,ones,one,NA,TRUE,bottom,ldp_parent_utts_udpipe,bottom,on,00:05:19,22,9,parent
63,10220900184,7,8,flat,side,side,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,side,00:05:56,22,9,parent
64,10220900187,10,11,flat,borders,border,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,border,NA,22,9,parent
65,10220900190,7,8,flat,side,side,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,side,NA,22,9,parent
66,10220900199,11,12,flat,border,border,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,border,NA,22,9,parent
67,10220900200,4,5,flat,border,border,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,border,NA,22,9,parent
68,10220900201,5,6,flat,border,border,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,border,NA,22,9,parent
69,10220900291,3,4,flat,edge,edge,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,edg,00:09:40,22,9,parent
70,10220900291,9,10,flat,edge,edge,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,edg,00:09:40,22,9,parent
71,10220900291,13,14,flat,edge,edge,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,edg,00:09:40,22,9,parent
72,10220900326,4,5,flat,side,side,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,side,NA,22,9,parent
73,10220900370,11,12,flat,side,side,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,side,00:12:54,22,9,parent
74,10220900399,4,5,bottom,piece,piece,NA,TRUE,bottom,ldp_parent_utts_udpipe,bottom,piec,NA,22,9,parent
75,10220900401,4,5,bottom,piece,piece,NA,TRUE,bottom,ldp_parent_utts_udpipe,bottom,piec,NA,22,9,parent
76,10220900420,6,7,sky,piece,piece,NA,TRUE,sky,ldp_parent_utts_udpipe,sky,piec,NA,22,9,parent
77,10220900438,4,5,flat,edge,edge,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,edg,NA,22,9,parent
78,10220900577,4,5,flat,tire,tire,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,tire,NA,22,9,parent
79,10220900889,1,2,bunny,rabbits,rabbit,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,rabbit,NA,22,9,parent
80,10220900897,5,6,bunny,rabbits,rabbit,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,rabbit,NA,22,9,parent
81,10220900903,1,2,bunny,rabbits,rabbit,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,rabbit,NA,22,9,parent
82,10220901367,8,9,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,22,9,parent
83,10220901375,6,7,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,22,9,parent
84,10220901390,2,4,hot,popsicle,popsicle,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,popsicl,NA,22,9,parent
85,10220901663,4,5,ear,drum,drum,NA,TRUE,ear,ldp_parent_utts_udpipe,ear,drum,NA,22,9,parent
86,10220901668,5,6,ear,drum,drum,NA,TRUE,ear,ldp_parent_utts_udpipe,ear,drum,NA,22,9,parent
87,10221000448,4,5,orange,shirt,shirt,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,shirt,NA,22,10,parent
88,10221001127,6,7,dart,board,board,NA,TRUE,dart,ldp_parent_utts_udpipe,dart,board,00:47:01,22,10,parent
89,10221001128,18,19,dart,board,board,NA,TRUE,dart,ldp_parent_utts_udpipe,dart,board,00:47:04,22,10,parent
90,10221001275,3,5,round,egg,egg,NA,FALSE,round,ldp_parent_utts_udpipe,round,egg,00:53:50,22,10,parent
91,10221001791,2,3,sunny,side,side,NA,TRUE,sunny,ldp_parent_utts_udpipe,sunni,side,00:21:39,22,10,parent
92,10221100730,4,6,lady,bugs,bug,NA,FALSE,lady,ldp_parent_utts_udpipe,ladi,bug,NA,22,11,parent
93,10221101182,2,3,woolly,sheep,sheep,NA,TRUE,woolly,ldp_parent_utts_udpipe,woolli,sheep,NA,22,11,parent
94,10221101193,2,3,woolly,sheep,sheep,NA,TRUE,woolly,ldp_parent_utts_udpipe,woolli,sheep,NA,22,11,parent
95,10221101284,5,6,tree,tops,top,NA,TRUE,tree,ldp_parent_utts_udpipe,tree,top,NA,22,11,parent
96,10221101290,15,16,tree,tops,top,NA,TRUE,tree,ldp_parent_utts_udpipe,tree,top,NA,22,11,parent
97,10221101461,8,9,flat,honey,honey,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,honei,NA,22,11,parent
98,10221101884,7,8,red,block,block,NA,TRUE,red,ldp_parent_utts_udpipe,red,block,NA,22,11,parent
99,10221201119,3,4,library,book,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,NA,22,12,parent
100,10221201122,3,5,mutton,heads,head,NA,FALSE,mutton,ldp_parent_utts_udpipe,mutton,head,NA,22,12,parent
101,10221201169,4,6,wet,suit,suit,NA,FALSE,wet,ldp_parent_utts_udpipe,wet,suit,NA,22,12,parent
102,10221201193,13,5,limp,sheep,sheep,NA,FALSE,limp,ldp_parent_utts_udpipe,limp,sheep,NA,22,12,parent
103,10221201230,11,12,sandy,apricot,apricot,NA,TRUE,sandy,ldp_parent_utts_udpipe,sandi,apricot,NA,22,12,parent
104,10221201271,7,8,mermaid,holes,holes,NA,TRUE,mermaid,ldp_parent_utts_udpipe,mermaid,hole,NA,22,12,parent
105,10221201431,14,15,bright,boy,boy,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,boi,NA,22,12,parent
106,10221201439,30,33,key,instrument,instrument,NA,FALSE,key,ldp_parent_utts_udpipe,kei,instrument,NA,22,12,parent
107,10221201506,2,3,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,NA,22,12,parent
108,10221201535,6,7,hot,water,water,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,water,NA,22,12,parent
109,10221201612,3,4,flower,seeds,seed,NA,TRUE,flower,ldp_parent_utts_udpipe,flower,seed,NA,22,12,parent
110,10240100016,4,5,green,square,square,NA,TRUE,green,ldp_parent_utts_udpipe,green,squar,NA,24,1,parent
111,10240100171,4,5,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,NA,24,1,parent
112,10240100172,1,2,apple,juicers,juicer,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juicer,NA,24,1,parent
113,10240100173,3,4,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,NA,24,1,parent
114,10240100176,3,4,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,NA,24,1,parent
115,10240100558,4,5,elephant,trumpeting,trumpeting,NA,TRUE,elephant,ldp_parent_utts_udpipe,eleph,trumpet,NA,24,1,parent
116,10240100632,1,2,green,hat,hat,NA,TRUE,green,ldp_parent_utts_udpipe,green,hat,00:40:05,24,1,parent
117,10240100883,4,5,yellow,star,star,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,star,NA,24,1,parent
118,10240100884,1,2,yellow,star,star,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,star,NA,24,1,parent
119,10240100933,1,2,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
120,10240100940,1,2,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
121,10240100977,4,5,bear,faces,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
122,10240100979,4,5,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
123,10240100981,4,5,bear,faces,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
124,10240101012,2,3,bear,faces,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,00:57:35,24,1,parent
125,10240101222,7,8,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
126,10240101497,3,5,bear,shoes,shoe,NA,FALSE,bear,ldp_parent_utts_udpipe,bear,shoe,00:31:22,24,1,parent
127,10240101541,5,6,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,1,parent
128,10240200210,3,4,yellow,green,green,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,green,NA,24,2,parent
129,10240200280,1,2,woof,woof,woof,NA,TRUE,woof,ldp_parent_utts_udpipe,woof,woof,NA,24,2,parent
130,10240200557,1,2,woof,woof,woof,NA,TRUE,woof,ldp_parent_utts_udpipe,woof,woof,NA,24,2,parent
131,10240200827,4,5,brown,bear,bear,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,bear,NA,24,2,parent
132,10240200830,5,6,red,bird,bird,NA,TRUE,red,ldp_parent_utts_udpipe,red,bird,NA,24,2,parent
133,10240200832,4,3,red,bird,bird,NA,FALSE,red,ldp_parent_utts_udpipe,red,bird,NA,24,2,parent
134,10240200833,5,6,yellow,duck,duck,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,duck,NA,24,2,parent
135,10240200834,2,3,yellow,duck,duck,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,duck,00:07:41,24,2,parent
136,10240200834,4,5,yellow,duck,duck,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,duck,00:07:41,24,2,parent
137,10240200845,5,6,green,frog,frog,NA,TRUE,green,ldp_parent_utts_udpipe,green,frog,NA,24,2,parent
138,10240200846,2,3,green,frog,frog,NA,TRUE,green,ldp_parent_utts_udpipe,green,frog,NA,24,2,parent
139,10240200847,5,6,purple,cat,cat,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cat,00:08:34,24,2,parent
140,10240200848,2,3,purple,cat,cat,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cat,NA,24,2,parent
141,10240200848,4,5,purple,cat,cat,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cat,NA,24,2,parent
142,10240200858,5,6,brown,bear,bear,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,bear,00:09:06,24,2,parent
143,10240200858,13,14,yellow,duck,duck,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,duck,00:09:06,24,2,parent
144,10240200858,21,22,green,frog,frog,NA,TRUE,green,ldp_parent_utts_udpipe,green,frog,00:09:06,24,2,parent
145,10240200858,25,26,purple,cat,cat,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cat,00:09:06,24,2,parent
146,10240200860,4,5,green,frog,frog,NA,TRUE,green,ldp_parent_utts_udpipe,green,frog,00:09:18,24,2,parent
147,10240200879,4,5,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,24,2,parent
148,10240200882,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,00:09:56,24,2,parent
149,10240200883,1,2,red,bird,bird,NA,TRUE,red,ldp_parent_utts_udpipe,red,bird,NA,24,2,parent
150,10240200999,5,6,brown,bear,bear,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,bear,00:26:52,24,2,parent
151,10240201000,5,6,red,bird,bird,NA,TRUE,red,ldp_parent_utts_udpipe,red,bird,NA,24,2,parent
152,10240201002,5,6,red,bird,bird,NA,TRUE,red,ldp_parent_utts_udpipe,red,bird,NA,24,2,parent
153,10240300116,5,7,furry,face,face,NA,FALSE,furry,ldp_parent_utts_udpipe,furri,face,NA,24,3,parent
154,10240300176,12,13,purple,spider,spider,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,spider,NA,24,3,parent
155,10240300181,6,8,fuzzy,teddy,teddy,NA,FALSE,fuzzy,ldp_parent_utts_udpipe,fuzzi,teddi,NA,24,3,parent
156,10240300196,3,4,bunny,slippers,slipper,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,slipper,NA,24,3,parent
157,10240300254,17,2,fuzzy,teddy,teddy,NA,FALSE,fuzzy,ldp_parent_utts_udpipe,fuzzi,teddi,NA,24,3,parent
158,10240300550,6,7,orange,frog,frog,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,frog,NA,24,3,parent
159,10240300627,7,8,pink,satin,satin,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,satin,NA,24,3,parent
160,10240400174,1,2,yellow,star,star,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,star,NA,24,4,parent
161,10240400287,1,2,orange,fish,fish,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,fish,NA,24,4,parent
162,10240400290,1,2,orange,fish,fish,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,fish,NA,24,4,parent
163,10240400517,7,8,bear,puzzle,puzzle,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,puzzl,NA,24,4,parent
164,10240400523,7,8,bear,faces,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,4,parent
165,10240400537,5,6,bear,face,face,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,face,NA,24,4,parent
166,10240400957,1,3,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
167,10240400959,3,5,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
168,10240400959,3,5,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,child
169,10240400971,1,3,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
170,10240400976,1,5,hot,water,water,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,water,NA,24,4,parent
171,10240400978,1,5,hot,water,water,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,water,NA,24,4,parent
172,10240400979,1,3,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
173,10240400981,7,9,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
174,10240400983,4,6,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,4,parent
175,10240500440,5,6,jelly,beans,bean,NA,TRUE,jelly,ldp_parent_utts_udpipe,jelli,bean,00:14:38,24,5,parent
176,10240501019,3,4,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
177,10240501021,1,2,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
178,10240501088,4,5,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
179,10240501090,3,4,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
180,10240501142,2,3,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
181,10240501165,3,4,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
182,10240501203,1,2,string,beans,bean,NA,TRUE,string,ldp_parent_utts_udpipe,string,bean,NA,24,5,parent
183,10240501237,4,5,sweet,potatoes,potatoe,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,potato,NA,24,5,parent
184,10240501619,4,5,purple,mouse,mouse,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,mous,NA,24,5,parent
185,10240501642,3,4,singing,songs,song,NA,TRUE,singing,ldp_parent_utts_udpipe,sing,song,NA,24,5,parent
186,10240502161,3,4,shake,mommy,mommy,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,mommi,NA,24,5,parent
187,10240502172,4,5,shake,mommy,mommy,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,mommi,NA,24,5,parent
188,10240502281,1,3,orange,tea,tea,NA,FALSE,orange,ldp_parent_utts_udpipe,orang,tea,NA,24,5,parent
189,10240600232,2,3,green,scissors,scissors,NA,TRUE,green,ldp_parent_utts_udpipe,green,scissor,NA,24,6,parent
190,10240600559,2,3,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,00:25:27,24,6,parent
191,10240600744,3,4,cursive,letters,letter,NA,TRUE,cursive,ldp_parent_utts_udpipe,cursiv,letter,NA,24,6,parent
192,10240600959,4,5,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,NA,24,6,parent
193,10240600977,5,6,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,NA,24,6,parent
194,10240600980,16,17,outside,toy,toy,NA,TRUE,outside,ldp_parent_utts_udpipe,outsid,toi,NA,24,6,parent
195,10240601118,2,3,red,basket,basket,NA,TRUE,red,ldp_parent_utts_udpipe,red,basket,00:53:08,24,6,parent
196,10240601127,2,3,red,tricycle,tricycle,NA,TRUE,red,ldp_parent_utts_udpipe,red,tricycl,NA,24,6,parent
197,10240700225,4,5,pink,star,star,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,star,NA,24,7,parent
198,10240700226,3,4,pink,star,star,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,star,NA,24,7,parent
199,10240700239,3,4,pink,star,star,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,star,00:08:16,24,7,parent
200,10240700271,3,4,pink,heart,heart,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,heart,NA,24,7,parent
201,10240700387,3,1,dark,turquoise,turquoise,NA,FALSE,dark,ldp_parent_utts_udpipe,dark,turquois,00:13:39,24,7,parent
202,10240701787,4,5,purple,diamond,diamond,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,diamond,NA,24,7,parent
203,10240701789,3,4,orange,pentagon,pentagon,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,pentagon,00:00:17,24,7,parent
204,10240701791,3,4,green,circle,circle,NA,TRUE,green,ldp_parent_utts_udpipe,green,circl,00:00:26,24,7,parent
205,10240702196,3,5,hot,dogs,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
206,10240702218,5,6,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,00:16:01,24,7,parent
207,10240702219,8,9,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,24,7,parent
208,10240702224,3,5,hot,dogs,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
209,10240702231,3,5,hot,dogs,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
210,10240702242,5,7,hot,dogs,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
211,10240702284,7,9,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
212,10240702292,11,13,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,24,7,parent
213,10240702384,13,14,baby,parrot,parrot,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,parrot,NA,24,7,parent
214,10240702396,7,8,baby,food,food,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,food,NA,24,7,parent
215,10240800134,1,2,dark,green,green,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,green,NA,24,8,parent
216,10240800175,3,4,elephant,brown,brown,NA,TRUE,elephant,ldp_parent_utts_udpipe,eleph,brown,NA,24,8,parent
217,10240800286,4,5,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,NA,24,8,parent
218,10240800389,28,29,orange,paint,paint,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,paint,00:15:31,24,8,parent
219,10240800390,5,6,orange,paint,paint,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,paint,00:15:39,24,8,parent
220,10240800492,4,5,dark,green,green,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,green,NA,24,8,parent
221,10240800494,3,4,dark,green,green,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,green,NA,24,8,parent
